system2rank,segmentId,system1Id,system2Number,system1Number,trglang,system1rank,srcIndex,judgeID,srclang,system2Id,documentId
2,937,POST,-1,-1,-1,2,937,annot1,-1,SJTU,-1
2,937,POST,-1,-1,-1,2,937,annot1,-1,UFC,-1
2,937,POST,-1,-1,-1,2,937,annot1,-1,src,-1
4,937,POST,-1,-1,-1,2,937,annot1,-1,AMU,-1
4,937,POST,-1,-1,-1,2,937,annot1,-1,CUUI,-1
4,937,POST,-1,-1,-1,2,937,annot1,-1,RAC,-1
4,937,POST,-1,-1,-1,2,937,annot1,-1,refmix1,-1
2,937,SJTU,-1,-1,-1,2,937,annot1,-1,UFC,-1
2,937,SJTU,-1,-1,-1,2,937,annot1,-1,src,-1
4,937,SJTU,-1,-1,-1,2,937,annot1,-1,AMU,-1
4,937,SJTU,-1,-1,-1,2,937,annot1,-1,CUUI,-1
4,937,SJTU,-1,-1,-1,2,937,annot1,-1,RAC,-1
4,937,SJTU,-1,-1,-1,2,937,annot1,-1,refmix1,-1
2,937,UFC,-1,-1,-1,2,937,annot1,-1,src,-1
4,937,UFC,-1,-1,-1,2,937,annot1,-1,AMU,-1
4,937,UFC,-1,-1,-1,2,937,annot1,-1,CUUI,-1
4,937,UFC,-1,-1,-1,2,937,annot1,-1,RAC,-1
4,937,UFC,-1,-1,-1,2,937,annot1,-1,refmix1,-1
4,937,src,-1,-1,-1,2,937,annot1,-1,AMU,-1
4,937,src,-1,-1,-1,2,937,annot1,-1,CUUI,-1
4,937,src,-1,-1,-1,2,937,annot1,-1,RAC,-1
4,937,src,-1,-1,-1,2,937,annot1,-1,refmix1,-1
4,937,AMU,-1,-1,-1,4,937,annot1,-1,CUUI,-1
4,937,AMU,-1,-1,-1,4,937,annot1,-1,RAC,-1
4,937,AMU,-1,-1,-1,4,937,annot1,-1,refmix1,-1
4,937,CUUI,-1,-1,-1,4,937,annot1,-1,RAC,-1
4,937,CUUI,-1,-1,-1,4,937,annot1,-1,refmix1,-1
4,937,RAC,-1,-1,-1,4,937,annot1,-1,refmix1,-1
4,177,IITB,-1,-1,-1,4,177,annot3,-1,PKU,-1
4,177,IITB,-1,-1,-1,4,177,annot3,-1,POST,-1
4,177,IITB,-1,-1,-1,4,177,annot3,-1,RAC,-1
4,177,IITB,-1,-1,-1,4,177,annot3,-1,SJTU,-1
4,177,IITB,-1,-1,-1,4,177,annot3,-1,UFC,-1
4,177,IITB,-1,-1,-1,4,177,annot3,-1,UMC,-1
4,177,IITB,-1,-1,-1,4,177,annot3,-1,src,-1
1,177,IITB,-1,-1,-1,4,177,annot3,-1,AMU,-1
1,177,IITB,-1,-1,-1,4,177,annot3,-1,CUUI,-1
1,177,IITB,-1,-1,-1,4,177,annot3,-1,IPN,-1
1,177,IITB,-1,-1,-1,4,177,annot3,-1,NTHU,-1
1,177,IITB,-1,-1,-1,4,177,annot3,-1,refmix1,-1
1,177,IITB,-1,-1,-1,4,177,annot3,-1,CAMB,-1
4,177,PKU,-1,-1,-1,4,177,annot3,-1,POST,-1
4,177,PKU,-1,-1,-1,4,177,annot3,-1,RAC,-1
4,177,PKU,-1,-1,-1,4,177,annot3,-1,SJTU,-1
4,177,PKU,-1,-1,-1,4,177,annot3,-1,UFC,-1
4,177,PKU,-1,-1,-1,4,177,annot3,-1,UMC,-1
4,177,PKU,-1,-1,-1,4,177,annot3,-1,src,-1
1,177,PKU,-1,-1,-1,4,177,annot3,-1,AMU,-1
1,177,PKU,-1,-1,-1,4,177,annot3,-1,CUUI,-1
1,177,PKU,-1,-1,-1,4,177,annot3,-1,IPN,-1
1,177,PKU,-1,-1,-1,4,177,annot3,-1,NTHU,-1
1,177,PKU,-1,-1,-1,4,177,annot3,-1,refmix1,-1
1,177,PKU,-1,-1,-1,4,177,annot3,-1,CAMB,-1
4,177,POST,-1,-1,-1,4,177,annot3,-1,RAC,-1
4,177,POST,-1,-1,-1,4,177,annot3,-1,SJTU,-1
4,177,POST,-1,-1,-1,4,177,annot3,-1,UFC,-1
4,177,POST,-1,-1,-1,4,177,annot3,-1,UMC,-1
4,177,POST,-1,-1,-1,4,177,annot3,-1,src,-1
1,177,POST,-1,-1,-1,4,177,annot3,-1,AMU,-1
1,177,POST,-1,-1,-1,4,177,annot3,-1,CUUI,-1
1,177,POST,-1,-1,-1,4,177,annot3,-1,IPN,-1
1,177,POST,-1,-1,-1,4,177,annot3,-1,NTHU,-1
1,177,POST,-1,-1,-1,4,177,annot3,-1,refmix1,-1
1,177,POST,-1,-1,-1,4,177,annot3,-1,CAMB,-1
4,177,RAC,-1,-1,-1,4,177,annot3,-1,SJTU,-1
4,177,RAC,-1,-1,-1,4,177,annot3,-1,UFC,-1
4,177,RAC,-1,-1,-1,4,177,annot3,-1,UMC,-1
4,177,RAC,-1,-1,-1,4,177,annot3,-1,src,-1
1,177,RAC,-1,-1,-1,4,177,annot3,-1,AMU,-1
1,177,RAC,-1,-1,-1,4,177,annot3,-1,CUUI,-1
1,177,RAC,-1,-1,-1,4,177,annot3,-1,IPN,-1
1,177,RAC,-1,-1,-1,4,177,annot3,-1,NTHU,-1
1,177,RAC,-1,-1,-1,4,177,annot3,-1,refmix1,-1
1,177,RAC,-1,-1,-1,4,177,annot3,-1,CAMB,-1
4,177,SJTU,-1,-1,-1,4,177,annot3,-1,UFC,-1
4,177,SJTU,-1,-1,-1,4,177,annot3,-1,UMC,-1
4,177,SJTU,-1,-1,-1,4,177,annot3,-1,src,-1
1,177,SJTU,-1,-1,-1,4,177,annot3,-1,AMU,-1
1,177,SJTU,-1,-1,-1,4,177,annot3,-1,CUUI,-1
1,177,SJTU,-1,-1,-1,4,177,annot3,-1,IPN,-1
1,177,SJTU,-1,-1,-1,4,177,annot3,-1,NTHU,-1
1,177,SJTU,-1,-1,-1,4,177,annot3,-1,refmix1,-1
1,177,SJTU,-1,-1,-1,4,177,annot3,-1,CAMB,-1
4,177,UFC,-1,-1,-1,4,177,annot3,-1,UMC,-1
4,177,UFC,-1,-1,-1,4,177,annot3,-1,src,-1
1,177,UFC,-1,-1,-1,4,177,annot3,-1,AMU,-1
1,177,UFC,-1,-1,-1,4,177,annot3,-1,CUUI,-1
1,177,UFC,-1,-1,-1,4,177,annot3,-1,IPN,-1
1,177,UFC,-1,-1,-1,4,177,annot3,-1,NTHU,-1
1,177,UFC,-1,-1,-1,4,177,annot3,-1,refmix1,-1
1,177,UFC,-1,-1,-1,4,177,annot3,-1,CAMB,-1
4,177,UMC,-1,-1,-1,4,177,annot3,-1,src,-1
1,177,UMC,-1,-1,-1,4,177,annot3,-1,AMU,-1
1,177,UMC,-1,-1,-1,4,177,annot3,-1,CUUI,-1
1,177,UMC,-1,-1,-1,4,177,annot3,-1,IPN,-1
1,177,UMC,-1,-1,-1,4,177,annot3,-1,NTHU,-1
1,177,UMC,-1,-1,-1,4,177,annot3,-1,refmix1,-1
1,177,UMC,-1,-1,-1,4,177,annot3,-1,CAMB,-1
1,177,src,-1,-1,-1,4,177,annot3,-1,AMU,-1
1,177,src,-1,-1,-1,4,177,annot3,-1,CUUI,-1
1,177,src,-1,-1,-1,4,177,annot3,-1,IPN,-1
1,177,src,-1,-1,-1,4,177,annot3,-1,NTHU,-1
1,177,src,-1,-1,-1,4,177,annot3,-1,refmix1,-1
1,177,src,-1,-1,-1,4,177,annot3,-1,CAMB,-1
1,177,AMU,-1,-1,-1,1,177,annot3,-1,CUUI,-1
1,177,AMU,-1,-1,-1,1,177,annot3,-1,IPN,-1
1,177,AMU,-1,-1,-1,1,177,annot3,-1,NTHU,-1
1,177,AMU,-1,-1,-1,1,177,annot3,-1,refmix1,-1
1,177,AMU,-1,-1,-1,1,177,annot3,-1,CAMB,-1
1,177,CUUI,-1,-1,-1,1,177,annot3,-1,IPN,-1
1,177,CUUI,-1,-1,-1,1,177,annot3,-1,NTHU,-1
1,177,CUUI,-1,-1,-1,1,177,annot3,-1,refmix1,-1
1,177,CUUI,-1,-1,-1,1,177,annot3,-1,CAMB,-1
1,177,IPN,-1,-1,-1,1,177,annot3,-1,NTHU,-1
1,177,IPN,-1,-1,-1,1,177,annot3,-1,refmix1,-1
1,177,IPN,-1,-1,-1,1,177,annot3,-1,CAMB,-1
1,177,NTHU,-1,-1,-1,1,177,annot3,-1,refmix1,-1
1,177,NTHU,-1,-1,-1,1,177,annot3,-1,CAMB,-1
1,177,refmix1,-1,-1,-1,1,177,annot3,-1,CAMB,-1
4,177,IITB,-1,-1,-1,4,177,annot2,-1,PKU,-1
4,177,IITB,-1,-1,-1,4,177,annot2,-1,POST,-1
4,177,IITB,-1,-1,-1,4,177,annot2,-1,RAC,-1
4,177,IITB,-1,-1,-1,4,177,annot2,-1,SJTU,-1
4,177,IITB,-1,-1,-1,4,177,annot2,-1,UFC,-1
4,177,IITB,-1,-1,-1,4,177,annot2,-1,UMC,-1
4,177,IITB,-1,-1,-1,4,177,annot2,-1,src,-1
1,177,IITB,-1,-1,-1,4,177,annot2,-1,AMU,-1
1,177,IITB,-1,-1,-1,4,177,annot2,-1,CUUI,-1
1,177,IITB,-1,-1,-1,4,177,annot2,-1,IPN,-1
1,177,IITB,-1,-1,-1,4,177,annot2,-1,NTHU,-1
2,177,IITB,-1,-1,-1,4,177,annot2,-1,refmix1,-1
3,177,IITB,-1,-1,-1,4,177,annot2,-1,CAMB,-1
4,177,PKU,-1,-1,-1,4,177,annot2,-1,POST,-1
4,177,PKU,-1,-1,-1,4,177,annot2,-1,RAC,-1
4,177,PKU,-1,-1,-1,4,177,annot2,-1,SJTU,-1
4,177,PKU,-1,-1,-1,4,177,annot2,-1,UFC,-1
4,177,PKU,-1,-1,-1,4,177,annot2,-1,UMC,-1
4,177,PKU,-1,-1,-1,4,177,annot2,-1,src,-1
1,177,PKU,-1,-1,-1,4,177,annot2,-1,AMU,-1
1,177,PKU,-1,-1,-1,4,177,annot2,-1,CUUI,-1
1,177,PKU,-1,-1,-1,4,177,annot2,-1,IPN,-1
1,177,PKU,-1,-1,-1,4,177,annot2,-1,NTHU,-1
2,177,PKU,-1,-1,-1,4,177,annot2,-1,refmix1,-1
3,177,PKU,-1,-1,-1,4,177,annot2,-1,CAMB,-1
4,177,POST,-1,-1,-1,4,177,annot2,-1,RAC,-1
4,177,POST,-1,-1,-1,4,177,annot2,-1,SJTU,-1
4,177,POST,-1,-1,-1,4,177,annot2,-1,UFC,-1
4,177,POST,-1,-1,-1,4,177,annot2,-1,UMC,-1
4,177,POST,-1,-1,-1,4,177,annot2,-1,src,-1
1,177,POST,-1,-1,-1,4,177,annot2,-1,AMU,-1
1,177,POST,-1,-1,-1,4,177,annot2,-1,CUUI,-1
1,177,POST,-1,-1,-1,4,177,annot2,-1,IPN,-1
1,177,POST,-1,-1,-1,4,177,annot2,-1,NTHU,-1
2,177,POST,-1,-1,-1,4,177,annot2,-1,refmix1,-1
3,177,POST,-1,-1,-1,4,177,annot2,-1,CAMB,-1
4,177,RAC,-1,-1,-1,4,177,annot2,-1,SJTU,-1
4,177,RAC,-1,-1,-1,4,177,annot2,-1,UFC,-1
4,177,RAC,-1,-1,-1,4,177,annot2,-1,UMC,-1
4,177,RAC,-1,-1,-1,4,177,annot2,-1,src,-1
1,177,RAC,-1,-1,-1,4,177,annot2,-1,AMU,-1
1,177,RAC,-1,-1,-1,4,177,annot2,-1,CUUI,-1
1,177,RAC,-1,-1,-1,4,177,annot2,-1,IPN,-1
1,177,RAC,-1,-1,-1,4,177,annot2,-1,NTHU,-1
2,177,RAC,-1,-1,-1,4,177,annot2,-1,refmix1,-1
3,177,RAC,-1,-1,-1,4,177,annot2,-1,CAMB,-1
4,177,SJTU,-1,-1,-1,4,177,annot2,-1,UFC,-1
4,177,SJTU,-1,-1,-1,4,177,annot2,-1,UMC,-1
4,177,SJTU,-1,-1,-1,4,177,annot2,-1,src,-1
1,177,SJTU,-1,-1,-1,4,177,annot2,-1,AMU,-1
1,177,SJTU,-1,-1,-1,4,177,annot2,-1,CUUI,-1
1,177,SJTU,-1,-1,-1,4,177,annot2,-1,IPN,-1
1,177,SJTU,-1,-1,-1,4,177,annot2,-1,NTHU,-1
2,177,SJTU,-1,-1,-1,4,177,annot2,-1,refmix1,-1
3,177,SJTU,-1,-1,-1,4,177,annot2,-1,CAMB,-1
4,177,UFC,-1,-1,-1,4,177,annot2,-1,UMC,-1
4,177,UFC,-1,-1,-1,4,177,annot2,-1,src,-1
1,177,UFC,-1,-1,-1,4,177,annot2,-1,AMU,-1
1,177,UFC,-1,-1,-1,4,177,annot2,-1,CUUI,-1
1,177,UFC,-1,-1,-1,4,177,annot2,-1,IPN,-1
1,177,UFC,-1,-1,-1,4,177,annot2,-1,NTHU,-1
2,177,UFC,-1,-1,-1,4,177,annot2,-1,refmix1,-1
3,177,UFC,-1,-1,-1,4,177,annot2,-1,CAMB,-1
4,177,UMC,-1,-1,-1,4,177,annot2,-1,src,-1
1,177,UMC,-1,-1,-1,4,177,annot2,-1,AMU,-1
1,177,UMC,-1,-1,-1,4,177,annot2,-1,CUUI,-1
1,177,UMC,-1,-1,-1,4,177,annot2,-1,IPN,-1
1,177,UMC,-1,-1,-1,4,177,annot2,-1,NTHU,-1
2,177,UMC,-1,-1,-1,4,177,annot2,-1,refmix1,-1
3,177,UMC,-1,-1,-1,4,177,annot2,-1,CAMB,-1
1,177,src,-1,-1,-1,4,177,annot2,-1,AMU,-1
1,177,src,-1,-1,-1,4,177,annot2,-1,CUUI,-1
1,177,src,-1,-1,-1,4,177,annot2,-1,IPN,-1
1,177,src,-1,-1,-1,4,177,annot2,-1,NTHU,-1
2,177,src,-1,-1,-1,4,177,annot2,-1,refmix1,-1
3,177,src,-1,-1,-1,4,177,annot2,-1,CAMB,-1
1,177,AMU,-1,-1,-1,1,177,annot2,-1,CUUI,-1
1,177,AMU,-1,-1,-1,1,177,annot2,-1,IPN,-1
1,177,AMU,-1,-1,-1,1,177,annot2,-1,NTHU,-1
2,177,AMU,-1,-1,-1,1,177,annot2,-1,refmix1,-1
3,177,AMU,-1,-1,-1,1,177,annot2,-1,CAMB,-1
1,177,CUUI,-1,-1,-1,1,177,annot2,-1,IPN,-1
1,177,CUUI,-1,-1,-1,1,177,annot2,-1,NTHU,-1
2,177,CUUI,-1,-1,-1,1,177,annot2,-1,refmix1,-1
3,177,CUUI,-1,-1,-1,1,177,annot2,-1,CAMB,-1
1,177,IPN,-1,-1,-1,1,177,annot2,-1,NTHU,-1
2,177,IPN,-1,-1,-1,1,177,annot2,-1,refmix1,-1
3,177,IPN,-1,-1,-1,1,177,annot2,-1,CAMB,-1
2,177,NTHU,-1,-1,-1,1,177,annot2,-1,refmix1,-1
3,177,NTHU,-1,-1,-1,1,177,annot2,-1,CAMB,-1
3,177,refmix1,-1,-1,-1,2,177,annot2,-1,CAMB,-1
2,177,IITB,-1,-1,-1,2,177,annot1,-1,PKU,-1
2,177,IITB,-1,-1,-1,2,177,annot1,-1,POST,-1
2,177,IITB,-1,-1,-1,2,177,annot1,-1,RAC,-1
2,177,IITB,-1,-1,-1,2,177,annot1,-1,SJTU,-1
2,177,IITB,-1,-1,-1,2,177,annot1,-1,UFC,-1
2,177,IITB,-1,-1,-1,2,177,annot1,-1,UMC,-1
2,177,IITB,-1,-1,-1,2,177,annot1,-1,src,-1
1,177,IITB,-1,-1,-1,2,177,annot1,-1,AMU,-1
1,177,IITB,-1,-1,-1,2,177,annot1,-1,CUUI,-1
1,177,IITB,-1,-1,-1,2,177,annot1,-1,IPN,-1
1,177,IITB,-1,-1,-1,2,177,annot1,-1,NTHU,-1
2,177,IITB,-1,-1,-1,2,177,annot1,-1,refmix1,-1
2,177,IITB,-1,-1,-1,2,177,annot1,-1,CAMB,-1
2,177,PKU,-1,-1,-1,2,177,annot1,-1,POST,-1
2,177,PKU,-1,-1,-1,2,177,annot1,-1,RAC,-1
2,177,PKU,-1,-1,-1,2,177,annot1,-1,SJTU,-1
2,177,PKU,-1,-1,-1,2,177,annot1,-1,UFC,-1
2,177,PKU,-1,-1,-1,2,177,annot1,-1,UMC,-1
2,177,PKU,-1,-1,-1,2,177,annot1,-1,src,-1
1,177,PKU,-1,-1,-1,2,177,annot1,-1,AMU,-1
1,177,PKU,-1,-1,-1,2,177,annot1,-1,CUUI,-1
1,177,PKU,-1,-1,-1,2,177,annot1,-1,IPN,-1
1,177,PKU,-1,-1,-1,2,177,annot1,-1,NTHU,-1
2,177,PKU,-1,-1,-1,2,177,annot1,-1,refmix1,-1
2,177,PKU,-1,-1,-1,2,177,annot1,-1,CAMB,-1
2,177,POST,-1,-1,-1,2,177,annot1,-1,RAC,-1
2,177,POST,-1,-1,-1,2,177,annot1,-1,SJTU,-1
2,177,POST,-1,-1,-1,2,177,annot1,-1,UFC,-1
2,177,POST,-1,-1,-1,2,177,annot1,-1,UMC,-1
2,177,POST,-1,-1,-1,2,177,annot1,-1,src,-1
1,177,POST,-1,-1,-1,2,177,annot1,-1,AMU,-1
1,177,POST,-1,-1,-1,2,177,annot1,-1,CUUI,-1
1,177,POST,-1,-1,-1,2,177,annot1,-1,IPN,-1
1,177,POST,-1,-1,-1,2,177,annot1,-1,NTHU,-1
2,177,POST,-1,-1,-1,2,177,annot1,-1,refmix1,-1
2,177,POST,-1,-1,-1,2,177,annot1,-1,CAMB,-1
2,177,RAC,-1,-1,-1,2,177,annot1,-1,SJTU,-1
2,177,RAC,-1,-1,-1,2,177,annot1,-1,UFC,-1
2,177,RAC,-1,-1,-1,2,177,annot1,-1,UMC,-1
2,177,RAC,-1,-1,-1,2,177,annot1,-1,src,-1
1,177,RAC,-1,-1,-1,2,177,annot1,-1,AMU,-1
1,177,RAC,-1,-1,-1,2,177,annot1,-1,CUUI,-1
1,177,RAC,-1,-1,-1,2,177,annot1,-1,IPN,-1
1,177,RAC,-1,-1,-1,2,177,annot1,-1,NTHU,-1
2,177,RAC,-1,-1,-1,2,177,annot1,-1,refmix1,-1
2,177,RAC,-1,-1,-1,2,177,annot1,-1,CAMB,-1
2,177,SJTU,-1,-1,-1,2,177,annot1,-1,UFC,-1
2,177,SJTU,-1,-1,-1,2,177,annot1,-1,UMC,-1
2,177,SJTU,-1,-1,-1,2,177,annot1,-1,src,-1
1,177,SJTU,-1,-1,-1,2,177,annot1,-1,AMU,-1
1,177,SJTU,-1,-1,-1,2,177,annot1,-1,CUUI,-1
1,177,SJTU,-1,-1,-1,2,177,annot1,-1,IPN,-1
1,177,SJTU,-1,-1,-1,2,177,annot1,-1,NTHU,-1
2,177,SJTU,-1,-1,-1,2,177,annot1,-1,refmix1,-1
2,177,SJTU,-1,-1,-1,2,177,annot1,-1,CAMB,-1
2,177,UFC,-1,-1,-1,2,177,annot1,-1,UMC,-1
2,177,UFC,-1,-1,-1,2,177,annot1,-1,src,-1
1,177,UFC,-1,-1,-1,2,177,annot1,-1,AMU,-1
1,177,UFC,-1,-1,-1,2,177,annot1,-1,CUUI,-1
1,177,UFC,-1,-1,-1,2,177,annot1,-1,IPN,-1
1,177,UFC,-1,-1,-1,2,177,annot1,-1,NTHU,-1
2,177,UFC,-1,-1,-1,2,177,annot1,-1,refmix1,-1
2,177,UFC,-1,-1,-1,2,177,annot1,-1,CAMB,-1
2,177,UMC,-1,-1,-1,2,177,annot1,-1,src,-1
1,177,UMC,-1,-1,-1,2,177,annot1,-1,AMU,-1
1,177,UMC,-1,-1,-1,2,177,annot1,-1,CUUI,-1
1,177,UMC,-1,-1,-1,2,177,annot1,-1,IPN,-1
1,177,UMC,-1,-1,-1,2,177,annot1,-1,NTHU,-1
2,177,UMC,-1,-1,-1,2,177,annot1,-1,refmix1,-1
2,177,UMC,-1,-1,-1,2,177,annot1,-1,CAMB,-1
1,177,src,-1,-1,-1,2,177,annot1,-1,AMU,-1
1,177,src,-1,-1,-1,2,177,annot1,-1,CUUI,-1
1,177,src,-1,-1,-1,2,177,annot1,-1,IPN,-1
1,177,src,-1,-1,-1,2,177,annot1,-1,NTHU,-1
2,177,src,-1,-1,-1,2,177,annot1,-1,refmix1,-1
2,177,src,-1,-1,-1,2,177,annot1,-1,CAMB,-1
1,177,AMU,-1,-1,-1,1,177,annot1,-1,CUUI,-1
1,177,AMU,-1,-1,-1,1,177,annot1,-1,IPN,-1
1,177,AMU,-1,-1,-1,1,177,annot1,-1,NTHU,-1
2,177,AMU,-1,-1,-1,1,177,annot1,-1,refmix1,-1
2,177,AMU,-1,-1,-1,1,177,annot1,-1,CAMB,-1
1,177,CUUI,-1,-1,-1,1,177,annot1,-1,IPN,-1
1,177,CUUI,-1,-1,-1,1,177,annot1,-1,NTHU,-1
2,177,CUUI,-1,-1,-1,1,177,annot1,-1,refmix1,-1
2,177,CUUI,-1,-1,-1,1,177,annot1,-1,CAMB,-1
1,177,IPN,-1,-1,-1,1,177,annot1,-1,NTHU,-1
2,177,IPN,-1,-1,-1,1,177,annot1,-1,refmix1,-1
2,177,IPN,-1,-1,-1,1,177,annot1,-1,CAMB,-1
2,177,NTHU,-1,-1,-1,1,177,annot1,-1,refmix1,-1
2,177,NTHU,-1,-1,-1,1,177,annot1,-1,CAMB,-1
2,177,refmix1,-1,-1,-1,2,177,annot1,-1,CAMB,-1
2,288,POST,-1,-1,-1,4,288,annot2,-1,CUUI,-1
2,288,POST,-1,-1,-1,4,288,annot2,-1,IITB,-1
2,288,POST,-1,-1,-1,4,288,annot2,-1,NTHU,-1
2,288,POST,-1,-1,-1,4,288,annot2,-1,PKU,-1
2,288,POST,-1,-1,-1,4,288,annot2,-1,SJTU,-1
2,288,POST,-1,-1,-1,4,288,annot2,-1,UFC,-1
2,288,POST,-1,-1,-1,4,288,annot2,-1,UMC,-1
2,288,POST,-1,-1,-1,4,288,annot2,-1,src,-1
1,288,POST,-1,-1,-1,4,288,annot2,-1,refmix1,-1
3,288,POST,-1,-1,-1,4,288,annot2,-1,AMU,-1
3,288,POST,-1,-1,-1,4,288,annot2,-1,IPN,-1
2,288,CUUI,-1,-1,-1,2,288,annot2,-1,IITB,-1
2,288,CUUI,-1,-1,-1,2,288,annot2,-1,NTHU,-1
2,288,CUUI,-1,-1,-1,2,288,annot2,-1,PKU,-1
2,288,CUUI,-1,-1,-1,2,288,annot2,-1,SJTU,-1
2,288,CUUI,-1,-1,-1,2,288,annot2,-1,UFC,-1
2,288,CUUI,-1,-1,-1,2,288,annot2,-1,UMC,-1
2,288,CUUI,-1,-1,-1,2,288,annot2,-1,src,-1
1,288,CUUI,-1,-1,-1,2,288,annot2,-1,refmix1,-1
3,288,CUUI,-1,-1,-1,2,288,annot2,-1,AMU,-1
3,288,CUUI,-1,-1,-1,2,288,annot2,-1,IPN,-1
2,288,IITB,-1,-1,-1,2,288,annot2,-1,NTHU,-1
2,288,IITB,-1,-1,-1,2,288,annot2,-1,PKU,-1
2,288,IITB,-1,-1,-1,2,288,annot2,-1,SJTU,-1
2,288,IITB,-1,-1,-1,2,288,annot2,-1,UFC,-1
2,288,IITB,-1,-1,-1,2,288,annot2,-1,UMC,-1
2,288,IITB,-1,-1,-1,2,288,annot2,-1,src,-1
1,288,IITB,-1,-1,-1,2,288,annot2,-1,refmix1,-1
3,288,IITB,-1,-1,-1,2,288,annot2,-1,AMU,-1
3,288,IITB,-1,-1,-1,2,288,annot2,-1,IPN,-1
2,288,NTHU,-1,-1,-1,2,288,annot2,-1,PKU,-1
2,288,NTHU,-1,-1,-1,2,288,annot2,-1,SJTU,-1
2,288,NTHU,-1,-1,-1,2,288,annot2,-1,UFC,-1
2,288,NTHU,-1,-1,-1,2,288,annot2,-1,UMC,-1
2,288,NTHU,-1,-1,-1,2,288,annot2,-1,src,-1
1,288,NTHU,-1,-1,-1,2,288,annot2,-1,refmix1,-1
3,288,NTHU,-1,-1,-1,2,288,annot2,-1,AMU,-1
3,288,NTHU,-1,-1,-1,2,288,annot2,-1,IPN,-1
2,288,PKU,-1,-1,-1,2,288,annot2,-1,SJTU,-1
2,288,PKU,-1,-1,-1,2,288,annot2,-1,UFC,-1
2,288,PKU,-1,-1,-1,2,288,annot2,-1,UMC,-1
2,288,PKU,-1,-1,-1,2,288,annot2,-1,src,-1
1,288,PKU,-1,-1,-1,2,288,annot2,-1,refmix1,-1
3,288,PKU,-1,-1,-1,2,288,annot2,-1,AMU,-1
3,288,PKU,-1,-1,-1,2,288,annot2,-1,IPN,-1
2,288,SJTU,-1,-1,-1,2,288,annot2,-1,UFC,-1
2,288,SJTU,-1,-1,-1,2,288,annot2,-1,UMC,-1
2,288,SJTU,-1,-1,-1,2,288,annot2,-1,src,-1
1,288,SJTU,-1,-1,-1,2,288,annot2,-1,refmix1,-1
3,288,SJTU,-1,-1,-1,2,288,annot2,-1,AMU,-1
3,288,SJTU,-1,-1,-1,2,288,annot2,-1,IPN,-1
2,288,UFC,-1,-1,-1,2,288,annot2,-1,UMC,-1
2,288,UFC,-1,-1,-1,2,288,annot2,-1,src,-1
1,288,UFC,-1,-1,-1,2,288,annot2,-1,refmix1,-1
3,288,UFC,-1,-1,-1,2,288,annot2,-1,AMU,-1
3,288,UFC,-1,-1,-1,2,288,annot2,-1,IPN,-1
2,288,UMC,-1,-1,-1,2,288,annot2,-1,src,-1
1,288,UMC,-1,-1,-1,2,288,annot2,-1,refmix1,-1
3,288,UMC,-1,-1,-1,2,288,annot2,-1,AMU,-1
3,288,UMC,-1,-1,-1,2,288,annot2,-1,IPN,-1
1,288,src,-1,-1,-1,2,288,annot2,-1,refmix1,-1
3,288,src,-1,-1,-1,2,288,annot2,-1,AMU,-1
3,288,src,-1,-1,-1,2,288,annot2,-1,IPN,-1
3,288,refmix1,-1,-1,-1,1,288,annot2,-1,AMU,-1
3,288,refmix1,-1,-1,-1,1,288,annot2,-1,IPN,-1
3,288,AMU,-1,-1,-1,3,288,annot2,-1,IPN,-1
3,288,POST,-1,-1,-1,4,288,annot3,-1,CUUI,-1
3,288,POST,-1,-1,-1,4,288,annot3,-1,IITB,-1
3,288,POST,-1,-1,-1,4,288,annot3,-1,NTHU,-1
3,288,POST,-1,-1,-1,4,288,annot3,-1,PKU,-1
3,288,POST,-1,-1,-1,4,288,annot3,-1,SJTU,-1
3,288,POST,-1,-1,-1,4,288,annot3,-1,UFC,-1
3,288,POST,-1,-1,-1,4,288,annot3,-1,UMC,-1
3,288,POST,-1,-1,-1,4,288,annot3,-1,src,-1
1,288,POST,-1,-1,-1,4,288,annot3,-1,refmix1,-1
3,288,POST,-1,-1,-1,4,288,annot3,-1,AMU,-1
3,288,POST,-1,-1,-1,4,288,annot3,-1,IPN,-1
3,288,CUUI,-1,-1,-1,3,288,annot3,-1,IITB,-1
3,288,CUUI,-1,-1,-1,3,288,annot3,-1,NTHU,-1
3,288,CUUI,-1,-1,-1,3,288,annot3,-1,PKU,-1
3,288,CUUI,-1,-1,-1,3,288,annot3,-1,SJTU,-1
3,288,CUUI,-1,-1,-1,3,288,annot3,-1,UFC,-1
3,288,CUUI,-1,-1,-1,3,288,annot3,-1,UMC,-1
3,288,CUUI,-1,-1,-1,3,288,annot3,-1,src,-1
1,288,CUUI,-1,-1,-1,3,288,annot3,-1,refmix1,-1
3,288,CUUI,-1,-1,-1,3,288,annot3,-1,AMU,-1
3,288,CUUI,-1,-1,-1,3,288,annot3,-1,IPN,-1
3,288,IITB,-1,-1,-1,3,288,annot3,-1,NTHU,-1
3,288,IITB,-1,-1,-1,3,288,annot3,-1,PKU,-1
3,288,IITB,-1,-1,-1,3,288,annot3,-1,SJTU,-1
3,288,IITB,-1,-1,-1,3,288,annot3,-1,UFC,-1
3,288,IITB,-1,-1,-1,3,288,annot3,-1,UMC,-1
3,288,IITB,-1,-1,-1,3,288,annot3,-1,src,-1
1,288,IITB,-1,-1,-1,3,288,annot3,-1,refmix1,-1
